locationID,latitude,longitude,date,voyageID,snow,airTemp,pressure,sst,winddirection,windSpeed,gusts,rain,fog,thunder,hail,seaIce
310433,43.8333,-12.27,1788-02-08,18157,FALSE,-1,-1,-1,315,12.3000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310434,42.5333,-12.4367,1788-02-09,18157,FALSE,-1,-1,-1,338,12.3000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310435,40.9333,-13.3367,1788-02-10,18157,FALSE,-1,-1,-1,293,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310436,40.4167,-13.4033,1788-02-11,18157,FALSE,-1,-1,-1,225,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310437,38.7833,-14.5533,1788-02-12,18157,FALSE,-1,-1,-1,360,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310438,37.4667,-16.1533,1788-02-13,18157,FALSE,-1,-1,-1,45,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310643,44.95,-11.27,1774-03-12,18167,FALSE,-1,-1,-1,158,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310597,24.1167,-44.8367,1773-01-13,18133,FALSE,-1,-1,-1,113,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309091,38,-68.1033,1788-08-14,18266,FALSE,-1,-1,-1,68,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309529,21.1,-67.5033,1766-08-18,20077,FALSE,-1,-1,-1,68,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
490008,37.1,-0.72,1788-11-06,18551,FALSE,-1,-1,-1,248,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
490012,33.5667,-11.92,1788-11-14,18551,FALSE,-1,-1,-1,23,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
490016,27.9,-25.6867,1788-11-18,18551,FALSE,-1,-1,-1,68,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372523,-49.97,-64.3867,1786-01-18,21544,FALSE,11.25,-1,-1,180,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372580,-41.585,-48.7533,1786-01-01,21544,FALSE,15,-1,-1,225,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372859,38.325,-123.97,1786-09-10,20807,FALSE,14.375,-1,-1,315,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310897,40.7,-42.72,1786-08-16,21192,FALSE,-1,-1,-1,338,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310898,40.8667,-41.9533,1786-08-17,21192,FALSE,-1,-1,-1,68,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310899,42.3667,-41.4033,1786-08-18,21192,FALSE,-1,-1,-1,132,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310900,44.4,-36.1533,1786-08-20,21192,FALSE,-1,-1,-1,203,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310845,29.2333,-59.5533,1786-08-06,21192,FALSE,-1,-1,-1,68,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310846,30.5167,-59.0867,1786-08-07,21192,FALSE,-1,-1,-1,135,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310847,30.7333,-58.9033,1786-08-08,21192,FALSE,-1,-1,-1,338,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310850,35.0833,-54.4533,1786-08-11,21192,FALSE,-1,-1,-1,225,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310851,36.9833,-49.9367,1786-08-12,21192,FALSE,-1,-1,-1,203,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310852,38.6,-48.97,1786-08-13,21192,FALSE,-1,-1,-1,270,12.3000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310853,39.4167,-46.4867,1786-08-14,21192,FALSE,-1,-1,-1,315,12.3000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310854,26.9667,-59.8533,1786-08-05,21192,FALSE,-1,-1,-1,113,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310892,17.6667,-61.1033,1786-07-31,21192,FALSE,-1,-1,-1,87,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310893,19.6333,-60.52,1786-08-01,21192,FALSE,-1,-1,-1,93,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310894,21.6833,-60.3367,1786-08-02,21192,FALSE,-1,-1,-1,87,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310895,23.4833,-60.3867,1786-08-03,21192,FALSE,-1,-1,-1,90,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310902,46,-29.7867,1786-08-22,21192,FALSE,-1,-1,-1,248,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310905,48.15,-18.7533,1786-08-25,21192,FALSE,-1,-1,-1,225,12.3000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310906,48.55,-15.07,1786-08-26,21192,FALSE,-1,-1,-1,113,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310907,48.3667,-11.72,1786-08-27,21192,FALSE,-1,-1,-1,315,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310908,48.4833,-8.47,1786-08-28,21192,FALSE,-1,-1,-1,360,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310909,48.3333,-7.77,1786-08-29,21192,FALSE,-1,-1,-1,315,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310903,46.9,-26.3533,1786-08-23,21192,FALSE,-1,-1,-1,183,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
341197,-6.92667,114.35,1793-10-18,18822,FALSE,28.75,-1,-1,113,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310020,32.9,-53.85,1765-08-01,19611,FALSE,-1,-1,-1,135,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310040,46,-16.8667,1765-08-21,19611,FALSE,-1,-1,-1,90,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372754,20.8067,172.347,1786-11-27,20160,FALSE,25,-1,-1,45,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372756,20.6483,168.797,1786-11-29,20160,FALSE,23.75,-1,-1,113,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372865,36.6833,-121.07,1786-09-26,20160,FALSE,-1,-1,-1,293,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372866,27.7667,-150.52,1786-10-24,20160,FALSE,22.25,-1,-1,169,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372868,27.4,-151.62,1786-10-26,20160,FALSE,21.25,-1,-1,338,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372869,27,-152.953,1786-10-27,20160,FALSE,23.125,-1,-1,158,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372883,34.2,-124.32,1786-09-28,20160,FALSE,16.25,-1,-1,315,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372885,30.9667,-128.587,1786-09-30,20160,FALSE,17.75,-1,-1,23,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372886,29.4,-130.237,1786-10-01,20160,FALSE,18.125,-1,-1,360,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372887,28.65,-131.67,1786-10-02,20160,FALSE,18.75,-1,-1,45,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372888,28.235,-132.887,1786-10-03,20160,FALSE,18.75,-1,-1,45,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372892,27.9167,-136.27,1786-10-07,20160,FALSE,20,-1,-1,68,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372893,28.05,-137.62,1786-10-08,20160,FALSE,20,-1,-1,68,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372895,28.0633,-140.72,1786-10-10,20160,FALSE,21.25,-1,-1,113,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372896,27.8833,-141.37,1786-10-11,20160,FALSE,21.25,-1,-1,113,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372900,27.8933,-145.737,1786-10-15,20160,FALSE,21.875,-1,-1,135,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372901,27.96,-145.903,1786-10-16,20160,FALSE,21.875,-1,-1,158,12.3000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372902,27.8167,-145.803,1786-10-17,20160,FALSE,22.5,-1,-1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372903,27.7583,-147.487,1786-10-18,20160,FALSE,22.5,-1,-1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372905,26.3333,-155.037,1786-10-30,20160,FALSE,21.875,-1,-1,248,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372907,25.6667,-158.503,1786-11-01,20160,FALSE,22.5,-1,-1,113,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372908,24.5,-158.673,1786-11-02,20160,FALSE,23.125,-1,-1,90,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372910,23.4833,-162.337,1786-11-04,20160,FALSE,25,-1,-1,90,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372911,23.5833,-163.337,1786-11-05,20160,FALSE,25,-1,-1,68,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372912,20.4517,167.363,1786-11-30,20160,FALSE,24.375,-1,-1,113,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372913,20.9,166.747,1786-12-01,20160,FALSE,24.375,-1,-1,203,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372914,20.5917,164.797,1786-12-02,20160,FALSE,25.25,-1,-1,270,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372915,20.8017,164.347,1786-12-03,20160,FALSE,23.75,-1,-1,293,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372916,20.8017,164.23,1786-12-04,20160,FALSE,24,-1,-1,360,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372918,20.9833,160.413,1786-12-06,20160,FALSE,24.375,-1,-1,135,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372920,21.3167,158.18,1786-12-08,20160,FALSE,23.125,-1,-1,45,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372921,20.8167,155.93,1786-12-09,20160,FALSE,22.5,-1,-1,68,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372922,20.9917,153.147,1786-12-10,20160,FALSE,23.75,-1,-1,90,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372923,20.7667,152.413,1786-12-11,20160,FALSE,24.75,-1,-1,113,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372924,20.5017,150.497,1786-12-12,20160,FALSE,25,-1,-1,113,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372926,20.25,147.597,1786-12-14,20160,FALSE,23.75,-1,-1,45,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372927,19.7167,147.097,1786-12-15,20160,FALSE,24.75,-1,-1,45,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372928,20.0333,145.68,1786-12-16,20160,FALSE,25,-1,-1,68,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372929,19.8833,144.397,1786-12-17,20160,FALSE,24.125,-1,-1,90,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372932,19.7217,141.247,1786-12-20,20160,FALSE,23.125,-1,-1,315,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372933,19.65,139.947,1786-12-21,20160,FALSE,21.875,-1,-1,23,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372935,20.1717,135.447,1786-12-23,20160,FALSE,23.75,-1,-1,45,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372936,20.715,132.763,1786-12-24,20160,FALSE,23.125,-1,-1,45,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372937,20.6083,132.13,1786-12-25,20160,FALSE,22.5,-1,-1,360,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372938,20.415,127.863,1786-12-26,20160,FALSE,20,-1,-1,23,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372939,21.2167,127.455,1786-12-27,20160,FALSE,17.5,-1,-1,90,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372940,21.1333,125.13,1786-12-28,20160,FALSE,20.625,-1,-1,90,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372941,21.25,124.047,1786-12-29,20160,FALSE,21.875,-1,-1,68,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372942,21.3667,122.747,1786-12-30,20160,FALSE,23.5,-1,-1,23,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372943,22.3333,118.647,1786-12-31,20160,FALSE,21.25,-1,-1,23,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372946,27.6167,-147.47,1786-10-20,20160,FALSE,21.25,-1,-1,214,1.20000005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372948,28.1167,-149.02,1786-10-22,20160,FALSE,21.25,-1,-1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
306687,24.8833,-35.95,1764-07-04,21050,FALSE,-1,-1,-1,68,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309310,41.6667,-38.8533,1759-10-21,18262,FALSE,-1,-1,-1,270,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309311,42.4333,-35.62,1759-10-22,18262,FALSE,-1,-1,-1,293,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309312,42.9,-32.67,1759-10-23,18262,FALSE,-1,-1,-1,158,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309313,44.0667,-32.8033,1759-10-24,18262,FALSE,-1,-1,-1,90,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309314,44.85,-33.1367,1759-10-25,18262,FALSE,-1,-1,-1,90,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309315,24.1167,-71.1367,1759-09-26,18262,FALSE,-1,-1,-1,203,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309316,24.7333,-70.6867,1759-09-27,18262,FALSE,-1,-1,-1,158,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309317,26.3833,-67.8367,1759-09-29,18262,FALSE,-1,-1,-1,225,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309320,28.1667,-63.0533,1759-10-02,18262,FALSE,-1,-1,-1,225,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309330,34.6167,-54.9033,1759-10-12,18262,FALSE,-1,-1,-1,135,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309332,37.1833,-53.32,1759-10-14,18262,FALSE,-1,-1,-1,135,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309333,38.15,-53.07,1759-10-15,18262,FALSE,-1,-1,-1,90,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309334,22.1667,-72.3367,1759-09-21,18262,FALSE,-1,-1,-1,68,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309335,22.3833,-72.0033,1759-09-23,18262,FALSE,-1,-1,-1,248,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309339,45.05,-32.37,1759-10-27,18262,FALSE,-1,-1,-1,360,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309340,45.6833,-31.8033,1759-10-28,18262,FALSE,-1,-1,-1,270,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309341,46.2667,-30.2033,1759-10-29,18262,FALSE,-1,-1,-1,315,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309342,46.55,-28.07,1759-10-30,18262,FALSE,-1,-1,-1,270,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309343,46.6333,-26.4867,1759-10-31,18262,FALSE,-1,-1,-1,273,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309344,47.3333,-22.4033,1759-11-01,18262,FALSE,-1,-1,-1,203,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309345,47.5167,-17.5533,1759-11-02,18262,FALSE,-1,-1,-1,203,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309346,47.6667,-14.1533,1759-11-03,18262,FALSE,-1,-1,-1,203,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309322,29.3167,-60.82,1759-10-04,18262,FALSE,-1,-1,-1,270,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309323,29.95,-60.02,1759-10-05,18262,FALSE,-1,-1,-1,113,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309338,45.35,-33.7033,1759-10-26,18262,FALSE,-1,-1,-1,42,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310607,21.5,-72.02,1773-04-29,18263,FALSE,-1,-1,-1,113,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310616,33.5833,-71.0867,1773-05-08,18263,FALSE,-1,-1,-1,90,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310617,34.0833,-70.6367,1773-05-10,18263,FALSE,-1,-1,-1,135,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310618,34.75,-69.07,1773-05-11,18263,FALSE,-1,-1,-1,248,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310619,35.4333,-66.97,1773-05-12,18263,FALSE,-1,-1,-1,203,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310620,36.3333,-64.8533,1773-05-13,18263,FALSE,-1,-1,-1,158,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310622,38.6,-57.8533,1773-05-15,18263,FALSE,-1,-1,-1,180,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310623,39.35,-53.8533,1773-05-16,18263,FALSE,-1,-1,-1,203,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310624,40.4333,-49.6867,1773-05-17,18263,FALSE,-1,-1,-1,315,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310626,43.2333,-43.5533,1773-05-19,18263,FALSE,-1,-1,-1,248,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310627,43.9833,-39.8367,1773-05-20,18263,FALSE,-1,-1,-1,248,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310628,44.75,-36.8367,1773-05-21,18263,FALSE,-1,-1,-1,270,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310629,45.6333,-34.42,1773-05-22,18263,FALSE,-1,-1,-1,248,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310631,47.6667,-26.1867,1773-05-24,18263,FALSE,-1,-1,-1,338,9.30000019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310632,48.15,-22.0533,1773-05-25,18263,FALSE,-1,-1,-1,315,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310633,48.85,-17.2367,1773-05-26,18263,FALSE,-1,-1,-1,203,4.5999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310634,48.4333,-13.2867,1773-05-27,18263,FALSE,-1,-1,-1,315,15.3999996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310635,48.4333,-9.28667,1773-05-28,18263,FALSE,-1,-1,-1,203,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310636,49.45,-7.12,1773-05-29,18263,FALSE,-1,-1,-1,135,6.69999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310637,48.5833,-6.13667,1773-05-30,18263,FALSE,-1,-1,-1,87,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309741,26.6167,-70.6867,1776-04-25,18264,FALSE,-1,-1,-1,113,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309742,28.3167,-69.7367,1776-04-26,18264,FALSE,-1,-1,-1,132,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309743,29.7167,-67.1533,1776-04-27,18264,FALSE,-1,-1,-1,132,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309744,30.0667,-65.92,1776-04-28,18264,FALSE,-1,-1,-1,87,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
