observationID,locationID,Latitude,Longitude,obsDate,voyageID,memoType,memoText
3891341,306819,47.7,-21.12,1776-08-22,18323,windForce,jolie frais
3891340,306819,47.7,-21.12,1776-08-22,18323,allWindDirections,du SE 1/4 S au SSE
3891356,306820,48.2,-17.92,1776-08-23,18323,allWindForces,Jolie frais
3891355,306820,48.2,-17.92,1776-08-23,18323,anchored,False
3891354,306820,48.2,-17.92,1776-08-23,18323,stateOfSea,Belle
3891353,306820,48.2,-17.92,1776-08-23,18323,precipitationDescription,Petite pluie
3891352,306820,48.2,-17.92,1776-08-23,18323,weather,Couvert
3891351,306820,48.2,-17.92,1776-08-23,18323,windDirection,SSW
3891350,306820,48.2,-17.92,1776-08-23,18323,windForce,jolie frais
3891349,306820,48.2,-17.92,1776-08-23,18323,allWindDirections,du S au SSO
3891366,306821,48.4167,-13.9867,1776-08-24,18323,allWindForces,Jolie frais
3891365,306821,48.4167,-13.9867,1776-08-24,18323,anchored,False
3891364,306821,48.4167,-13.9867,1776-08-24,18323,stateOfSea,Belle
3891363,306821,48.4167,-13.9867,1776-08-24,18323,precipitationDescription,Petite pluie
3891362,306821,48.4167,-13.9867,1776-08-24,18323,weather,Couvert
3891361,306821,48.4167,-13.9867,1776-08-24,18323,windDirection,SSW
3891360,306821,48.4167,-13.9867,1776-08-24,18323,windForce,jolie frais
3891359,306821,48.4167,-13.9867,1776-08-24,18323,allWindDirections,du S au SSO
3891375,306822,48.2,-10.4367,1776-08-25,18323,allWindForces,Bon frais
3891374,306822,48.2,-10.4367,1776-08-25,18323,anchored,False
3891373,306822,48.2,-10.4367,1776-08-25,18323,stateOfSea,Grosse
3891372,306822,48.2,-10.4367,1776-08-25,18323,precipitationDescription,Petite pluie
3891371,306822,48.2,-10.4367,1776-08-25,18323,windDirection,SW
3891370,306822,48.2,-10.4367,1776-08-25,18323,windForce,bon frais
3891369,306822,48.2,-10.4367,1776-08-25,18323,allWindDirections,du SSO au SO
3891385,306823,48.1167,-8.82,1776-08-26,18323,allWindForces,Petite frais
3891384,306823,48.1167,-8.82,1776-08-26,18323,anchored,False
3891383,306823,48.1167,-8.82,1776-08-26,18323,stateOfSea,Belle
3891382,306823,48.1167,-8.82,1776-08-26,18323,precipitationDescription,Petite pluie
3891381,306823,48.1167,-8.82,1776-08-26,18323,weather,Par grains
3891380,306823,48.1167,-8.82,1776-08-26,18323,windDirection,W
3891379,306823,48.1167,-8.82,1776-08-26,18323,windForce,petite frais
3891378,306823,48.1167,-8.82,1776-08-26,18323,allWindDirections,du SO au O et NO
3891394,306824,47.1167,-8.73667,1775-06-06,18140,allWindForces,Joly frais
3891393,306824,47.1167,-8.73667,1775-06-06,18140,anchored,False
3891392,306824,47.1167,-8.73667,1775-06-06,18140,stateOfSea,Belle
3891391,306824,47.1167,-8.73667,1775-06-06,18140,weather,Beau temps
3891390,306824,47.1167,-8.73667,1775-06-06,18140,windDirection,N
3891389,306824,47.1167,-8.73667,1775-06-06,18140,windForce,joly frais
3891388,306824,47.1167,-8.73667,1775-06-06,18140,allWindDirections,au N et NNO
3891403,306825,46.1667,-8.97,1775-06-07,18140,allWindForces,Petite frais
3891402,306825,46.1667,-8.97,1775-06-07,18140,anchored,False
3891401,306825,46.1667,-8.97,1775-06-07,18140,stateOfSea,Belle
3891400,306825,46.1667,-8.97,1775-06-07,18140,weather,Beau temps
3891399,306825,46.1667,-8.97,1775-06-07,18140,windDirection,ESE
3891398,306825,46.1667,-8.97,1775-06-07,18140,windForce,petite frais
3891397,306825,46.1667,-8.97,1775-06-07,18140,allWindDirections,du NNE au ESE
3891411,306826,45.5167,-9.10333,1775-06-08,18140,allWindForces,Petite frais
3891410,306826,45.5167,-9.10333,1775-06-08,18140,anchored,False
3891409,306826,45.5167,-9.10333,1775-06-08,18140,precipitationDescription,Petite pluie
3891408,306826,45.5167,-9.10333,1775-06-08,18140,windDirection,NW
3891407,306826,45.5167,-9.10333,1775-06-08,18140,windForce,petite frais
3891406,306826,45.5167,-9.10333,1775-06-08,18140,allWindDirections,"du SSE au SO, NO et N"
3891418,306827,44.4,-8.85333,1775-06-09,18140,allWindForces,Petite frais
3891417,306827,44.4,-8.85333,1775-06-09,18140,anchored,False
3891416,306827,44.4,-8.85333,1775-06-09,18140,windDirection,N
3891415,306827,44.4,-8.85333,1775-06-09,18140,windForce,petite frais
3891414,306827,44.4,-8.85333,1775-06-09,18140,allWindDirections,du ONO au N
3891425,306828,43.8667,-9.03667,1775-06-10,18140,allWindForces,Joly frais
3891424,306828,43.8667,-9.03667,1775-06-10,18140,anchored,False
3891423,306828,43.8667,-9.03667,1775-06-10,18140,windDirection,WSW
3891422,306828,43.8667,-9.03667,1775-06-10,18140,windForce,joly frais
3891421,306828,43.8667,-9.03667,1775-06-10,18140,allWindDirections,du ONO au OSO
3891433,306829,45.0,-10.5367,1775-06-11,18140,allWindForces,Gros frais
3891432,306829,45.0,-10.5367,1775-06-11,18140,anchored,False
3891431,306829,45.0,-10.5367,1775-06-11,18140,stateOfSea,Grosse
3891430,306829,45.0,-10.5367,1775-06-11,18140,windDirection,WSW
3891429,306829,45.0,-10.5367,1775-06-11,18140,windForce,gros frais
3891428,306829,45.0,-10.5367,1775-06-11,18140,allWindDirections,du O au OSO
3891441,306830,43.8833,-10.7533,1775-06-12,18140,allWindForces,Joly frais
3891440,306830,43.8833,-10.7533,1775-06-12,18140,anchored,False
3891439,306830,43.8833,-10.7533,1775-06-12,18140,stateOfSea,Peu grosse
3891438,306830,43.8833,-10.7533,1775-06-12,18140,windDirection,SSW
3891437,306830,43.8833,-10.7533,1775-06-12,18140,windForce,joly frais
3891436,306830,43.8833,-10.7533,1775-06-12,18140,allWindDirections,du NNO au SSO
3891450,306831,42.8,-11.0033,1775-06-13,18140,allWindForces,Petite frais
3891449,306831,42.8,-11.0033,1775-06-13,18140,anchored,False
3891448,306831,42.8,-11.0033,1775-06-13,18140,stateOfSea,Belle
3891447,306831,42.8,-11.0033,1775-06-13,18140,precipitationDescription,Petite pluie
3891446,306831,42.8,-11.0033,1775-06-13,18140,windDirection,NW
3891445,306831,42.8,-11.0033,1775-06-13,18140,windForce,petite frais
3891444,306831,42.8,-11.0033,1775-06-13,18140,allWindDirections,du O au NO
3891459,306832,41.3833,-11.62,1775-06-14,18140,allWindForces,Joly frais
3891458,306832,41.3833,-11.62,1775-06-14,18140,anchored,False
3891457,306832,41.3833,-11.62,1775-06-14,18140,stateOfSea,Belle
3891456,306832,41.3833,-11.62,1775-06-14,18140,weather,Beau temps
3891455,306832,41.3833,-11.62,1775-06-14,18140,windDirection,NNW
3891454,306832,41.3833,-11.62,1775-06-14,18140,windForce,joly frais
3891453,306832,41.3833,-11.62,1775-06-14,18140,allWindDirections,du NO au NNO
3891468,306833,38.9833,-13.9367,1775-06-15,18140,allWindForces,Joly frais
3891467,306833,38.9833,-13.9367,1775-06-15,18140,anchored,False
3891466,306833,38.9833,-13.9367,1775-06-15,18140,stateOfSea,Belle
3891465,306833,38.9833,-13.9367,1775-06-15,18140,weather,Beau temps
3891464,306833,38.9833,-13.9367,1775-06-15,18140,windDirection,NE
3891463,306833,38.9833,-13.9367,1775-06-15,18140,windForce,joly frais
3891462,306833,38.9833,-13.9367,1775-06-15,18140,allWindDirections,du N au NE
3891477,306834,36.1833,-14.02,1775-06-16,18140,allWindForces,Bon frais
3891476,306834,36.1833,-14.02,1775-06-16,18140,anchored,False
3891475,306834,36.1833,-14.02,1775-06-16,18140,stateOfSea,Grosse
3891474,306834,36.1833,-14.02,1775-06-16,18140,weather,Beau temps
3891473,306834,36.1833,-14.02,1775-06-16,18140,windDirection,NNE
3891472,306834,36.1833,-14.02,1775-06-16,18140,windForce,bon frais
3891471,306834,36.1833,-14.02,1775-06-16,18140,allWindDirections,du NE au NNE
3891485,306835,33.7667,-14.7867,1775-06-17,18140,allWindForces,Bon frais
3891484,306835,33.7667,-14.7867,1775-06-17,18140,anchored,False
3891483,306835,33.7667,-14.7867,1775-06-17,18140,weather,Beau temps
3891482,306835,33.7667,-14.7867,1775-06-17,18140,windDirection,NNE
3891481,306835,33.7667,-14.7867,1775-06-17,18140,windForce,bon frais
3891480,306835,33.7667,-14.7867,1775-06-17,18140,allWindDirections,du NE au NNE
3891493,306836,31.9,-17.9867,1775-06-18,18140,allWindForces,Joly frais
3891492,306836,31.9,-17.9867,1775-06-18,18140,anchored,False
3891491,306836,31.9,-17.9867,1775-06-18,18140,stateOfSea,Belle
3891490,306836,31.9,-17.9867,1775-06-18,18140,windDirection,NNW
3891489,306836,31.9,-17.9867,1775-06-18,18140,windForce,joly frais
3891488,306836,31.9,-17.9867,1775-06-18,18140,allWindDirections,du NE au NNO
3891502,306837,30.3,-21.4367,1775-06-19,18140,allWindForces,Bon frais
3891501,306837,30.3,-21.4367,1775-06-19,18140,anchored,False
3891500,306837,30.3,-21.4367,1775-06-19,18140,stateOfSea,Grosse
3891499,306837,30.3,-21.4367,1775-06-19,18140,weather,Beau tems
3891498,306837,30.3,-21.4367,1775-06-19,18140,windDirection,ENE
3891497,306837,30.3,-21.4367,1775-06-19,18140,windForce,bon frais
3891496,306837,30.3,-21.4367,1775-06-19,18140,allWindDirections,du NE 1/4 E au ENE
3891511,306838,29.1333,-23.9367,1775-06-20,18140,allWindForces,Joly frais
3891510,306838,29.1333,-23.9367,1775-06-20,18140,anchored,False
3891509,306838,29.1333,-23.9367,1775-06-20,18140,stateOfSea,Belle
3891508,306838,29.1333,-23.9367,1775-06-20,18140,weather,Beau tems
3891507,306838,29.1333,-23.9367,1775-06-20,18140,windDirection,E1/4NE
3891506,306838,29.1333,-23.9367,1775-06-20,18140,windForce,joly frais
3891505,306838,29.1333,-23.9367,1775-06-20,18140,allWindDirections,au E 1/4 NE
3891520,306839,27.8167,-26.6533,1775-06-21,18140,allWindForces,Joly frais
3891519,306839,27.8167,-26.6533,1775-06-21,18140,anchored,False
3891518,306839,27.8167,-26.6533,1775-06-21,18140,stateOfSea,Belle
3891517,306839,27.8167,-26.6533,1775-06-21,18140,weather,Beau tems
3891516,306839,27.8167,-26.6533,1775-06-21,18140,windDirection,ENE
3891515,306839,27.8167,-26.6533,1775-06-21,18140,windForce,joly frais
3891514,306839,27.8167,-26.6533,1775-06-21,18140,allWindDirections,du E au ENE
3891529,306840,26.1,-28.6867,1775-06-22,18140,allWindForces,Joly frais
3891528,306840,26.1,-28.6867,1775-06-22,18140,anchored,False
3891527,306840,26.1,-28.6867,1775-06-22,18140,stateOfSea,Belle
3891526,306840,26.1,-28.6867,1775-06-22,18140,weather,Par grenasse et petite brume
3891525,306840,26.1,-28.6867,1775-06-22,18140,windDirection,ENE
3891524,306840,26.1,-28.6867,1775-06-22,18140,windForce,joly frais
3891523,306840,26.1,-28.6867,1775-06-22,18140,allWindDirections,du E au ENE
3891539,306841,14.6,-61.08,1775-07-06,18140,allWindForces,Bon frais
3891538,306841,14.6,-61.08,1775-07-06,18140,anchorPlace,Fort Royal
3891537,306841,14.6,-61.08,1775-07-06,18140,anchored,True
3891536,306841,14.6,-61.08,1775-07-06,18140,stateOfSea,Grosse
3891535,306841,14.6,-61.08,1775-07-06,18140,weather,Embrum
3891534,306841,14.6,-61.08,1775-07-06,18140,windDirection,E
3891533,306841,14.6,-61.08,1775-07-06,18140,windForce,bon frais
3891532,306841,14.6,-61.08,1775-07-06,18140,allWindDirections,au E
3891545,306842,25.5833,-31.1667,1771-05-21,18136,anchored,False
3891544,306842,25.5833,-31.1667,1771-05-21,18136,stateOfSea,Belle
3891543,306842,25.5833,-31.1667,1771-05-21,18136,windDirection,ENE
3891542,306842,25.5833,-31.1667,1771-05-21,18136,allWindDirections,du E au ENE
3891551,306843,24.45,-33.5333,1771-05-22,18136,anchored,False
3891550,306843,24.45,-33.5333,1771-05-22,18136,stateOfSea,Belle
3891549,306843,24.45,-33.5333,1771-05-22,18136,windDirection,ENE
3891548,306843,24.45,-33.5333,1771-05-22,18136,allWindDirections,du E au ENE
3891557,306844,23.6167,-35.8167,1771-05-23,18136,anchored,False
3891556,306844,23.6167,-35.8167,1771-05-23,18136,stateOfSea,Belle
3891555,306844,23.6167,-35.8167,1771-05-23,18136,windDirection,ENE
3891554,306844,23.6167,-35.8167,1771-05-23,18136,allWindDirections,du E au ENE
3891563,306845,22.8833,-37.5667,1771-05-24,18136,anchored,False
3891562,306845,22.8833,-37.5667,1771-05-24,18136,stateOfSea,Belle
3891561,306845,22.8833,-37.5667,1771-05-24,18136,windDirection,ENE
3891560,306845,22.8833,-37.5667,1771-05-24,18136,allWindDirections,du E au ENE
3891569,306846,22.1333,-39.4,1771-05-25,18136,anchored,False
3891568,306846,22.1333,-39.4,1771-05-25,18136,stateOfSea,Belle
3891567,306846,22.1333,-39.4,1771-05-25,18136,windDirection,ENE
3891566,306846,22.1333,-39.4,1771-05-25,18136,allWindDirections,du E au ENE
3891575,306847,21.6,-41.3333,1771-05-26,18136,anchored,False
3891574,306847,21.6,-41.3333,1771-05-26,18136,stateOfSea,Belle
3891573,306847,21.6,-41.3333,1771-05-26,18136,windDirection,ENE
3891572,306847,21.6,-41.3333,1771-05-26,18136,allWindDirections,du E au ENE
3891581,306848,20.8333,-43.7833,1771-05-27,18136,anchored,False
3891580,306848,20.8333,-43.7833,1771-05-27,18136,stateOfSea,Belle
3891579,306848,20.8333,-43.7833,1771-05-27,18136,windDirection,ENE
3891578,306848,20.8333,-43.7833,1771-05-27,18136,allWindDirections,du E au ENE
3891589,306849,20.1833,-46.3833,1771-05-28,18136,allWindForces,Frais et forte
3891588,306849,20.1833,-46.3833,1771-05-28,18136,anchored,False
3891587,306849,20.1833,-46.3833,1771-05-28,18136,stateOfSea,du NE
3891586,306849,20.1833,-46.3833,1771-05-28,18136,windDirection,ENE
3891585,306849,20.1833,-46.3833,1771-05-28,18136,windForce,frais
3891584,306849,20.1833,-46.3833,1771-05-28,18136,allWindDirections,du E au ENE
3891597,306850,33.3333,-17.6833,1771-05-12,18136,allWindForces,Frais
3891596,306850,33.3333,-17.6833,1771-05-12,18136,anchored,False
3891595,306850,33.3333,-17.6833,1771-05-12,18136,stateOfSea,Belle
3891594,306850,33.3333,-17.6833,1771-05-12,18136,windDirection,NE
3891593,306850,33.3333,-17.6833,1771-05-12,18136,windForce,frais
3891592,306850,33.3333,-17.6833,1771-05-12,18136,allWindDirections,au NE
3891605,306851,32.1667,-18.4,1771-05-14,18136,allWindForces,Frais
3891604,306851,32.1667,-18.4,1771-05-14,18136,anchored,False
3891603,306851,32.1667,-18.4,1771-05-14,18136,otherRemmarks,Apareill
3891602,306851,32.1667,-18.4,1771-05-14,18136,windDirection,SW
3891601,306851,32.1667,-18.4,1771-05-14,18136,windForce,frais
3891600,306851,32.1667,-18.4,1771-05-14,18136,allWindDirections,du NNO au SO
3891613,306852,31.2167,-18.6167,1771-05-15,18136,allWindForces,Frais
3891612,306852,31.2167,-18.6167,1771-05-15,18136,anchored,False
3891611,306852,31.2167,-18.6167,1771-05-15,18136,weather,Par grains
3891610,306852,31.2167,-18.6167,1771-05-15,18136,windDirection,WSW
3891609,306852,31.2167,-18.6167,1771-05-15,18136,windForce,frais
3891608,306852,31.2167,-18.6167,1771-05-15,18136,allWindDirections,du O au OSO
3891621,306853,30.15,-19.1333,1771-05-16,18136,allWindForces,Frais
3891620,306853,30.15,-19.1333,1771-05-16,18136,anchored,False
3891619,306853,30.15,-19.1333,1771-05-16,18136,weather,Par grains
3891618,306853,30.15,-19.1333,1771-05-16,18136,windDirection,NW
3891617,306853,30.15,-19.1333,1771-05-16,18136,windForce,frais
3891616,306853,30.15,-19.1333,1771-05-16,18136,allWindDirections,du O au NO
3891629,306854,29.2167,-20.15,1771-05-17,18136,allWindForces,Foible
3891628,306854,29.2167,-20.15,1771-05-17,18136,anchored,False
3891627,306854,29.2167,-20.15,1771-05-17,18136,stateOfSea,Forte du N
3891626,306854,29.2167,-20.15,1771-05-17,18136,windDirection,N
3891625,306854,29.2167,-20.15,1771-05-17,18136,windForce,foible
3891624,306854,29.2167,-20.15,1771-05-17,18136,allWindDirections,du NO au N
3891635,306855,28.6667,-23.0,1771-05-18,18136,anchored,False
3891634,306855,28.6667,-23.0,1771-05-18,18136,stateOfSea,Belle
3891633,306855,28.6667,-23.0,1771-05-18,18136,windDirection,N
3891632,306855,28.6667,-23.0,1771-05-18,18136,allWindDirections,au N
3891641,306856,27.7167,-26.5,1771-05-19,18136,anchored,False
3891640,306856,27.7167,-26.5,1771-05-19,18136,stateOfSea,du NE
3891639,306856,27.7167,-26.5,1771-05-19,18136,windDirection,ENE
3891638,306856,27.7167,-26.5,1771-05-19,18136,allWindDirections,du NE au ENE
3891647,306857,26.5667,-28.1667,1771-05-20,18136,anchored,False
3891646,306857,26.5667,-28.1667,1771-05-20,18136,stateOfSea,Belle
3891645,306857,26.5667,-28.1667,1771-05-20,18136,windDirection,ENE
3891644,306857,26.5667,-28.1667,1771-05-20,18136,allWindDirections,du E au ENE
3891654,306858,20.0667,-49.4667,1771-05-29,18136,allWindForces,Par grains
3891653,306858,20.0667,-49.4667,1771-05-29,18136,anchored,False
3891652,306858,20.0667,-49.4667,1771-05-29,18136,windDirection,ENE
3891651,306858,20.0667,-49.4667,1771-05-29,18136,windForce,Par grains
3891650,306858,20.0667,-49.4667,1771-05-29,18136,allWindDirections,du E au ENE
3891661,306859,20.05,-51.9,1771-05-30,18136,allWindForces,Par grains
3891660,306859,20.05,-51.9,1771-05-30,18136,anchored,False
3891659,306859,20.05,-51.9,1771-05-30,18136,windDirection,ESE
3891658,306859,20.05,-51.9,1771-05-30,18136,windForce,Par grains
3891657,306859,20.05,-51.9,1771-05-30,18136,allWindDirections,du E au ESE
3891668,306860,19.65,-54.4333,1771-05-31,18136,allWindForces,Par grains
3891667,306860,19.65,-54.4333,1771-05-31,18136,anchored,False
3891666,306860,19.65,-54.4333,1771-05-31,18136,windDirection,ESE
3891665,306860,19.65,-54.4333,1771-05-31,18136,windForce,Par grains
3891664,306860,19.65,-54.4333,1771-05-31,18136,allWindDirections,du E au ESE
3891675,306861,19.5,-57.0,1771-06-01,18136,allWindForces,Par grains
3891674,306861,19.5,-57.0,1771-06-01,18136,anchored,False
3891673,306861,19.5,-57.0,1771-06-01,18136,windDirection,ESE
3891672,306861,19.5,-57.0,1771-06-01,18136,windForce,Par grains
3891671,306861,19.5,-57.0,1771-06-01,18136,allWindDirections,du E au ESE
3891682,306862,19.5,-59.8333,1771-06-02,18136,allWindForces,Par grains
3891681,306862,19.5,-59.8333,1771-06-02,18136,anchored,False
3891680,306862,19.5,-59.8333,1771-06-02,18136,windDirection,ESE
3891679,306862,19.5,-59.8333,1771-06-02,18136,windForce,Par grains
3891678,306862,19.5,-59.8333,1771-06-02,18136,allWindDirections,du E au ESE
3891690,306863,21.8333,-74.35,1771-06-23,18132,allWindForces,Frais
3891689,306863,21.8333,-74.35,1771-06-23,18132,anchored,False
3891688,306863,21.8333,-74.35,1771-06-23,18132,stateOfSea,Male
3891687,306863,21.8333,-74.35,1771-06-23,18132,windDirection,ESE
3891686,306863,21.8333,-74.35,1771-06-23,18132,windForce,frais
3891685,306863,21.8333,-74.35,1771-06-23,18132,allWindDirections,du E au ESE
3891697,306864,24.1833,-73.6333,1771-06-24,18132,allWindForces,Frais
3891696,306864,24.1833,-73.6333,1771-06-24,18132,anchored,False
3891695,306864,24.1833,-73.6333,1771-06-24,18132,windDirection,ESE
3891694,306864,24.1833,-73.6333,1771-06-24,18132,windForce,frais
3891693,306864,24.1833,-73.6333,1771-06-24,18132,allWindDirections,du E au ESE
3891705,306865,26.4167,-72.6333,1771-06-25,18132,allWindForces,Frais
3891704,306865,26.4167,-72.6333,1771-06-25,18132,anchored,False
3891703,306865,26.4167,-72.6333,1771-06-25,18132,stateOfSea,Belle
3891702,306865,26.4167,-72.6333,1771-06-25,18132,windDirection,ESE
3891701,306865,26.4167,-72.6333,1771-06-25,18132,windForce,frais
3891700,306865,26.4167,-72.6333,1771-06-25,18132,allWindDirections,du ENE au ESE
3891712,306866,27.75,-71.2,1771-06-26,18132,allWindForces,Foible
3891711,306866,27.75,-71.2,1771-06-26,18132,anchored,False
3891710,306866,27.75,-71.2,1771-06-26,18132,windDirection,SE
3891709,306866,27.75,-71.2,1771-06-26,18132,windForce,foible
3891708,306866,27.75,-71.2,1771-06-26,18132,allWindDirections,du E au SE
3891720,306867,28.9667,-69.6667,1771-06-27,18132,allWindForces,Frais
3891719,306867,28.9667,-69.6667,1771-06-27,18132,anchored,False
3891718,306867,28.9667,-69.6667,1771-06-27,18132,stateOfSea,Belle
3891717,306867,28.9667,-69.6667,1771-06-27,18132,windDirection,SSE
3891716,306867,28.9667,-69.6667,1771-06-27,18132,windForce,frais
3891715,306867,28.9667,-69.6667,1771-06-27,18132,allWindDirections,du ESE au SSE
3891726,306868,30.0667,-67.55,1771-06-28,18132,anchored,False
3891725,306868,30.0667,-67.55,1771-06-28,18132,stateOfSea,au SE
3891724,306868,30.0667,-67.55,1771-06-28,18132,windDirection,SSE
3891723,306868,30.0667,-67.55,1771-06-28,18132,allWindDirections,du SE au SSE
3891732,306869,30.95,-66.35,1771-06-29,18132,anchored,False
3891731,306869,30.95,-66.35,1771-06-29,18132,stateOfSea,Grosse
3891730,306869,30.95,-66.35,1771-06-29,18132,windDirection,S
3891729,306869,30.95,-66.35,1771-06-29,18132,allWindDirections,du SSE au S
3891738,306870,32.0167,-64.6167,1771-06-30,18132,anchored,False
3891737,306870,32.0167,-64.6167,1771-06-30,18132,stateOfSea,Grosse
3891736,306870,32.0167,-64.6167,1771-06-30,18132,windDirection,S
3891735,306870,32.0167,-64.6167,1771-06-30,18132,allWindDirections,du SSE au S
3891745,306871,33.4833,-61.5,1771-07-01,18132,allWindForces,Grenase
3891744,306871,33.4833,-61.5,1771-07-01,18132,anchored,False
3891743,306871,33.4833,-61.5,1771-07-01,18132,windDirection,SSW
3891742,306871,33.4833,-61.5,1771-07-01,18132,windForce,grenase
3891741,306871,33.4833,-61.5,1771-07-01,18132,allWindDirections,du S au SSO
3891755,306872,35.1,-57.8667,1771-07-02,18132,allWindForces,Frais et par grains
3891754,306872,35.1,-57.8667,1771-07-02,18132,anchored,False
3891753,306872,35.1,-57.8667,1771-07-02,18132,stateOfSea,du SSE
3891752,306872,35.1,-57.8667,1771-07-02,18132,precipitationDescription,Pluie
3891751,306872,35.1,-57.8667,1771-07-02,18132,weather,Couvert et pluvieux
3891750,306872,35.1,-57.8667,1771-07-02,18132,windDirection,SW
3891749,306872,35.1,-57.8667,1771-07-02,18132,windForce,frais
3891748,306872,35.1,-57.8667,1771-07-02,18132,allWindDirections,du S au SO
3891763,306873,35.8333,-55.95,1771-07-03,18132,allWindForces,Frais
3891762,306873,35.8333,-55.95,1771-07-03,18132,anchored,False
3891761,306873,35.8333,-55.95,1771-07-03,18132,stateOfSea,du SO
3891760,306873,35.8333,-55.95,1771-07-03,18132,windDirection,WSW
3891759,306873,35.8333,-55.95,1771-07-03,18132,windForce,frais
3891758,306873,35.8333,-55.95,1771-07-03,18132,allWindDirections,du SO au OSO
3891771,306874,36.9833,-53.65,1771-07-04,18132,allWindForces,Frais
3891770,306874,36.9833,-53.65,1771-07-04,18132,anchored,False
3891769,306874,36.9833,-53.65,1771-07-04,18132,stateOfSea,Grosse
3891768,306874,36.9833,-53.65,1771-07-04,18132,windDirection,E
3891767,306874,36.9833,-53.65,1771-07-04,18132,windForce,frais
3891766,306874,36.9833,-53.65,1771-07-04,18132,allWindDirections,au E et au S
3891779,306875,37.6667,-49.4667,1771-07-05,18132,allWindForces,Beau frais
3891778,306875,37.6667,-49.4667,1771-07-05,18132,anchored,False
3891777,306875,37.6667,-49.4667,1771-07-05,18132,stateOfSea,Grosse
3891776,306875,37.6667,-49.4667,1771-07-05,18132,windDirection,S
3891775,306875,37.6667,-49.4667,1771-07-05,18132,windForce,beau frais
3891774,306875,37.6667,-49.4667,1771-07-05,18132,allWindDirections,au S
3891785,306876,38.3667,-46.1,1771-07-06,18132,anchored,False
3891784,306876,38.3667,-46.1,1771-07-06,18132,stateOfSea,Male
3891783,306876,38.3667,-46.1,1771-07-06,18132,windDirection,SSE
3891782,306876,38.3667,-46.1,1771-07-06,18132,allWindDirections,du S au SSE
3891792,306877,39.0167,-43.65,1771-07-07,18132,allWindForces,Foible
3891791,306877,39.0167,-43.65,1771-07-07,18132,anchored,False
3891790,306877,39.0167,-43.65,1771-07-07,18132,windDirection,SSW
3891789,306877,39.0167,-43.65,1771-07-07,18132,windForce,foible
3891788,306877,39.0167,-43.65,1771-07-07,18132,allWindDirections,du S au SSO
3891797,306878,39.4333,-41.0167,1771-07-08,18132,anchored,False
3891796,306878,39.4333,-41.0167,1771-07-08,18132,windDirection,NW
3891795,306878,39.4333,-41.0167,1771-07-08,18132,allWindDirections,du SO au NO
3891804,306879,39.3833,-39.95,1771-07-09,18132,allWindForces,Foible
3891803,306879,39.3833,-39.95,1771-07-09,18132,anchored,False
3891802,306879,39.3833,-39.95,1771-07-09,18132,windDirection,NNE
3891801,306879,39.3833,-39.95,1771-07-09,18132,windForce,foible
3891800,306879,39.3833,-39.95,1771-07-09,18132,allWindDirections,au NNE et E
3891810,306880,39.6667,-38.1667,1771-07-10,18132,anchored,False
3891809,306880,39.6667,-38.1667,1771-07-10,18132,stateOfSea,Belle
3891808,306880,39.6667,-38.1667,1771-07-10,18132,windDirection,W
3891807,306880,39.6667,-38.1667,1771-07-10,18132,allWindDirections,du S au O
3891816,306881,40.15,-35.4333,1771-07-11,18132,anchored,False
3891815,306881,40.15,-35.4333,1771-07-11,18132,stateOfSea,Belle
3891814,306881,40.15,-35.4333,1771-07-11,18132,windDirection,WNW
3891813,306881,40.15,-35.4333,1771-07-11,18132,allWindDirections,du OSO au ONO
3891822,306882,40.5,-32.5667,1771-07-12,18132,anchored,False
3891821,306882,40.5,-32.5667,1771-07-12,18132,stateOfSea,Belle
3891820,306882,40.5,-32.5667,1771-07-12,18132,windDirection,WNW
3891819,306882,40.5,-32.5667,1771-07-12,18132,allWindDirections,du OSO au ONO
3891830,306883,40.4,-29.5333,1771-07-13,18132,allWindForces,Gros frais
3891829,306883,40.4,-29.5333,1771-07-13,18132,anchored,False
3891828,306883,40.4,-29.5333,1771-07-13,18132,stateOfSea,du NO
3891827,306883,40.4,-29.5333,1771-07-13,18132,windDirection,SSW
3891826,306883,40.4,-29.5333,1771-07-13,18132,windForce,gros frais
3891825,306883,40.4,-29.5333,1771-07-13,18132,allWindDirections,du O au SSO
3891835,306884,39.9833,-26.6,1771-07-14,18132,anchored,False
3891834,306884,39.9833,-26.6,1771-07-14,18132,windDirection,S
3891833,306884,39.9833,-26.6,1771-07-14,18132,allWindDirections,du SSO au S
3891843,306885,39.6167,-25.3,1771-07-15,18132,allWindForces,Gros frais
3891842,306885,39.6167,-25.3,1771-07-15,18132,anchored,False
3891841,306885,39.6167,-25.3,1771-07-15,18132,stateOfSea,du NO
3891840,306885,39.6167,-25.3,1771-07-15,18132,windDirection,WSW
3891839,306885,39.6167,-25.3,1771-07-15,18132,windForce,gros frais
3891838,306885,39.6167,-25.3,1771-07-15,18132,allWindDirections,du S au OSO et NO
3891850,306886,38.7333,-21.9333,1771-07-16,18132,allWindForces,Frais
3891849,306886,38.7333,-21.9333,1771-07-16,18132,anchored,False
3891848,306886,38.7333,-21.9333,1771-07-16,18132,windDirection,NNE
3891847,306886,38.7333,-21.9333,1771-07-16,18132,windForce,frais
3891846,306886,38.7333,-21.9333,1771-07-16,18132,allWindDirections,du NE au NNE
3891858,306887,38.4333,-19.15,1771-07-17,18132,allWindForces,Gros frais
3891857,306887,38.4333,-19.15,1771-07-17,18132,anchored,False
