obsDate,Latitude,Longitude,voyageID,memoText,memoType,locationID
1753-01-09,27.6667,-25.18,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306747
1753-01-09,27.6667,-25.18,18138,Winds today du NNE au NE; Winds blowing bon frais. Weather notes: beau temps. Sea conditions: belle.,weatherReport,306747
1753-01-10,26.6,-28.75,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306748
1753-01-10,26.6,-28.75,18138,Winds today du NE au ENE; Weather notes: beau temps.,weatherReport,306748
1753-01-11,25.6333,-32.25,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306749
1753-01-11,25.6333,-32.25,18138,Winds today du NE au ENE; Winds blowing grand frais. Weather notes: couvert. Sea conditions: belle.,weatherReport,306749
1753-01-12,24.8,-35.35,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306750
1753-01-12,24.8,-35.35,18138,Winds today au ENE; Winds blowing grand frais.,weatherReport,306750
1753-01-13,23.7667,-38.2167,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306751
1753-01-13,23.7667,-38.2167,18138,Winds today du ENE au E; Winds blowing bon frais.,weatherReport,306751
1753-01-14,22.6833,-40.45,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306752
1753-01-14,22.6833,-40.45,18138,Winds today du NE au ENE; Sea conditions: peu agite.,weatherReport,306752
1753-01-15,21.45,-43.45,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306753
1753-01-15,21.45,-43.45,18138,Winds today du ENE au ESE; Winds blowing par grain. Weather notes: beau temps.,weatherReport,306753
1753-01-16,20.2333,-46.45,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306754
1753-01-16,20.2333,-46.45,18138,Winds today du ENE au E; Winds blowing bon frais. Sea conditions: trs grosse.,weatherReport,306754
1753-01-17,18.5167,-49.75,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306755
1753-01-17,18.5167,-49.75,18138,Winds today du NNE au E;,weatherReport,306755
1753-01-18,16.1167,-52.25,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306756
1753-01-18,16.1167,-52.25,18138,Winds today au ENE; Winds blowing grand frais.,weatherReport,306756
1753-01-19,15.4333,-54.05,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306757
1753-01-19,15.4333,-54.05,18138,Winds today du ENE au E; Winds blowing bon petite frais.,weatherReport,306757
1753-01-20,15.0,-57.2833,18138,"Martinique a la Dominique, Dainte Lucie, Saint Vincent, la Guadaloupe, la Barbade",otherRemmarks,306758
1753-01-20,15.0,-57.2833,18138,Winds today au ENE; Winds blowing bon frais. Sea conditions: grosse.,weatherReport,306758
