seaIce,airTemp,gusts,thunder,snow,longitude,date,windSpeed,fog,locationID,rain,sst,latitude,pressure,voyageID,windDirection,hail
0,NA,0,0,0,-8.83333,1784-10-10 13:00,13.1000004,0,57232,0,-1,46.3833,-1,1175,113,0
0,NA,0,0,0,-11.75,1784-10-11 13:00,9.30000019,0,57233,0,-1,44.4,-1,1175,225,0
0,NA,0,0,0,-14.65,1784-10-12 13:00,9.30000019,0,57234,0,-1,42.3333,-1,1175,113,0
0,NA,0,0,0,-15.4667,1784-10-13 13:00,4.5999999,0,57235,0,-1,41.2167,-1,1175,90,0
0,NA,0,0,0,-17.3,1784-10-14 13:00,6.69999981,0,57236,0,-1,39.6667,-1,1175,23,0
0,NA,0,0,0,-19.6667,1784-10-15 13:00,12.3000002,0,57237,0,-1,39.4833,-1,1175,360,0
0,NA,0,0,0,-22.9167,1784-10-16 14:00,12.3000002,0,57238,0,-1,34.8333,-1,1175,23,0
0,NA,0,0,0,-24.2167,1784-10-17 14:00,9.30000019,0,57239,0,-1,32.4,-1,1175,293,0
0,NA,0,0,0,-25.9833,1784-10-18 14:00,-1,0,57240,0,-1,30.6167,-1,1175,338,0
0,NA,0,0,0,-27.0,1784-10-19 14:00,4.5999999,0,57241,0,-1,29.8333,-1,1175,338,0
0,NA,0,0,0,-29.6667,1784-10-21 14:00,-1,0,57242,0,-1,28.2833,-1,1175,135,0
0,NA,0,0,0,-32.0,1784-10-22 14:00,-1,0,57243,0,-1,27.2333,-1,1175,135,0
0,NA,0,0,0,-34.3667,1784-10-23 14:00,12.3000002,0,57244,0,-1,25.8,-1,1175,135,0
0,NA,0,0,0,-36.0667,1784-10-24 14:00,12.3000002,0,57245,0,-1,24.4833,-1,1175,68,0
0,NA,0,0,0,-39.4667,1784-10-25 15:00,12.3000002,0,57246,0,-1,23.3,-1,1175,135,0
0,NA,0,0,0,-42.2167,1784-10-26 15:00,6.69999981,0,57247,0,-1,22.0833,-1,1175,90,0
0,NA,0,0,0,-45.1167,1784-10-27 15:00,6.69999981,0,57248,0,-1,21.8833,-1,1175,90,0
0,NA,0,0,0,-47.9167,1784-10-28 15:00,6.69999981,0,57249,0,-1,21.8667,-1,1175,90,0
0,NA,0,0,0,-50.3333,1784-10-29 15:00,-1,0,57250,0,-1,21.55,-1,1175,90,0
0,NA,0,0,0,-52.7667,1784-10-30 16:00,4.5999999,0,57251,0,-1,21.3833,-1,1175,90,0
0,NA,0,0,0,-56.7167,1784-11-02 16:00,12.3000002,0,57252,0,-1,20.9833,-1,1175,270,0
0,NA,0,0,0,-57.9833,1784-11-03 16:00,1,0,57253,0,-1,20.4333,-1,1175,360,0
0,NA,0,0,0,-63.1333,1784-11-06 16:00,-1,0,57254,0,-1,20.1833,-1,1175,45,0
0,NA,0,0,0,-65.6333,1784-11-07 16:00,6.69999981,0,57255,0,-1,20.0,-1,1175,45,0
0,NA,0,0,0,-68.7,1784-11-09 17:00,-1,0,57256,0,-1,19.1,-1,1175,338,0
0,NA,0,0,0,-69.4,1784-11-10 17:00,1,0,57257,0,-1,19.1333,-1,1175,90,0
0,NA,0,0,0,-76.35,1785-02-06 17:00,6.69999981,0,57258,0,-1,19.2667,-1,1176,315,0
0,NA,0,0,0,-75.8,1785-12-03 17:00,1,0,57259,0,-1,20.5,-1,1176,135,0
0,NA,0,0,0,-75.5667,1785-12-04 17:00,0,0,57260,0,-1,20.6,-1,1176,113,0
0,NA,0,0,0,-72.0,1786-01-20 17:00,6.69999981,0,57261,0,-1,23.0833,-1,1176,93,0
0,NA,0,0,0,-69.1,1786-01-22 17:00,6.69999981,0,57262,0,-1,25.35,-1,1176,180,0
0,NA,0,0,0,-67.6667,1786-03-23 17:00,12.3000002,0,57263,0,-1,25.4333,-1,1177,360,0
0,NA,0,0,0,-67.0667,1786-03-24 16:00,4.5999999,0,57264,0,-1,25.15,-1,1177,23,0
0,NA,0,0,0,-66.7333,1786-03-25 16:00,1.20000005,0,57265,0,-1,25.3667,-1,1177,158,0
0,NA,0,0,0,-66.6,1786-03-26 16:00,-1,0,57266,0,-1,25.6667,-1,1177,113,0
0,NA,0,0,0,-65.45,1786-03-27 16:00,1.20000005,0,57267,0,-1,26.3833,-1,1177,158,0
0,NA,0,0,0,-62.25,1786-03-30 16:00,-1,0,57268,0,-1,26.3833,-1,1177,23,0
0,NA,0,0,0,-61.75,1786-03-31 16:00,6.69999981,0,57269,0,-1,27.4,-1,1177,113,0
0,NA,0,0,0,-60.45,1786-04-01 16:00,6.69999981,0,57270,0,-1,28.7667,-1,1177,158,0
0,NA,0,0,0,-53.0833,1786-04-05 16:00,4.5999999,0,57271,0,-1,33.9333,-1,1177,248,0
0,NA,0,0,0,-52.7833,1786-04-06 16:00,1,0,57272,0,-1,33.95,-1,1177,225,0
0,NA,0,0,0,-51.75,1786-04-07 15:00,4.5999999,0,57273,0,-1,34.3,-1,1177,135,0
0,NA,0,0,0,-51.15,1786-04-08 15:00,5.4000001,0,57274,0,-1,35.1,-1,1177,158,0
0,NA,0,0,0,-49.5,1786-04-09 15:00,4.5999999,0,57275,0,-1,36.1667,-1,1177,180,0
0,NA,0,0,0,-47.0,1786-04-10 15:00,1,0,57276,0,-1,37.5833,-1,1177,203,0
0,NA,0,0,0,-45.25,1786-04-11 15:00,12.3000002,0,57277,0,-1,38.25,-1,1177,338,0
0,NA,0,0,0,-43.8833,1786-04-12 15:00,1,0,57278,0,-1,38.6833,-1,1177,338,0
0,NA,0,0,0,-34.9333,1786-04-15 14:00,12.3000002,0,57279,0,-1,43.1,-1,1177,203,0
0,NA,0,0,0,-22.2333,1786-04-18 13:00,-1,0,57280,0,-1,46.65,-1,1177,203,0
0,NA,0,0,0,-13.5833,1786-04-20 13:00,12.3000002,0,57281,0,-1,48.4333,-1,1177,180,0
0,NA,0,0,0,-9.83333,1786-04-21 13:00,12.3000002,0,57282,0,-1,48.5833,-1,1177,203,0
0,NA,0,0,0,-7.33333,1786-04-22 12:00,15.3999996,0,57283,0,-1,48.45,-1,1177,270,0
0,NA,0,0,0,-75.3667,1787-01-03 17:00,1,0,57284,0,-1,20.8833,-1,1177,45,0
0,NA,0,0,0,-73.4167,1787-01-04 17:00,12.3000002,0,57285,0,-1,22.1,-1,1177,90,0
0,NA,0,0,0,-75.4833,1787-01-08 17:00,0,0,57286,0,-1,20.3167,-1,1177,113,0
0,NA,0,0,0,-6.43333,1768-04-01 12:00,9.30000019,0,57287,0,-1,47.9333,-1,1178,135,0
0,NA,0,0,0,-6.13333,1768-04-02 12:00,15.3999996,0,57288,0,-1,48.35,-1,1178,90,0
0,NA,0,0,0,-5.66667,1768-04-03 12:00,-1,0,57289,0,-1,48.6167,-1,1178,135,0
0,NA,0,0,0,-6.36667,1768-04-04 12:00,-1,0,57290,0,-1,48.7,-1,1178,500,0
0,NA,0,0,0,-7.1,1768-03-30 12:00,9.30000019,0,57291,0,-1,48.1,-1,1178,135,0
0,NA,0,0,0,-7.15,1768-03-31 12:00,9.30000019,0,57292,0,-1,48.2333,-1,1178,135,0
0,NA,0,0,0,-30.6833,1767-10-26 14:00,4.5999999,0,57293,0,-1,24.9167,-1,1179,90,0
0,NA,0,0,0,-32.55,1767-10-27 14:00,4.5999999,0,57294,0,-1,23.9667,-1,1179,68,0
0,NA,0,0,0,-34.7,1767-10-28 14:00,4.5999999,0,57295,0,-1,22.8667,-1,1179,68,0
0,NA,0,0,0,-36.8,1767-10-29 14:00,4.5999999,0,57296,0,-1,21.0833,-1,1179,68,0
0,NA,0,0,0,-38.75,1767-10-30 15:00,4.5999999,0,57297,0,-1,20.8,-1,1179,68,0
0,NA,0,0,0,-41.05,1767-10-31 15:00,6.69999981,0,57298,0,-1,19.8333,-1,1179,113,0
0,NA,0,0,0,-43.2,1767-11-01 15:00,6.69999981,0,57299,0,-1,18.0833,-1,1179,113,0
0,NA,0,0,0,-45.2,1767-11-02 15:00,6.69999981,0,57300,0,-1,18.2,-1,1179,113,0
0,NA,0,0,0,-38.3167,1768-03-15 15:00,15.3999996,0,57301,0,-1,43.4667,-1,1179,135,0
0,NA,0,0,0,-35.5167,1768-03-16 14:00,0,0,57302,0,-1,44.0667,-1,1179,135,0
0,NA,0,0,0,-34.05,1768-03-17 14:00,4.5999999,0,57303,0,-1,44.35,-1,1179,90,0
0,NA,0,0,0,-31.4,1768-03-18 14:00,6.69999981,0,57304,0,-1,45.1667,-1,1179,158,0
0,NA,0,0,0,-28.3333,1768-03-19 14:00,9.30000019,0,57305,0,-1,46.2667,-1,1179,180,0
0,NA,0,0,0,-24.7333,1768-03-20 14:00,9.30000019,0,57306,0,-1,47.7,-1,1179,135,0
0,NA,0,0,0,-23.4833,1768-03-21 14:00,6.69999981,0,57307,0,-1,49.2833,-1,1179,132,0
0,NA,0,0,0,-50.5667,1767-11-04 15:00,6.69999981,0,57308,0,-1,16.2833,-1,1179,113,0
0,NA,0,0,0,-53.25,1767-11-05 16:00,6.69999981,0,57309,0,-1,16.4833,-1,1179,135,0
0,NA,0,0,0,-55.6833,1767-11-06 16:00,6.69999981,0,57310,0,-1,16.3,-1,1179,113,0
0,NA,0,0,0,-57.1667,1767-11-07 16:00,6.69999981,0,57311,0,-1,16.0667,-1,1179,113,0
0,NA,0,0,0,-59.6833,1767-11-08 16:00,6.69999981,0,57312,0,-1,16.0167,-1,1179,113,0
0,NA,0,0,0,-61.8667,1767-11-09 16:00,6.69999981,0,57313,0,-1,16.2833,-1,1179,113,0
0,NA,0,0,0,-63.7833,1767-11-10 16:00,6.69999981,0,57314,0,-1,16.2167,-1,1179,135,0
0,NA,0,0,0,-64.5667,1768-02-24 16:00,9.30000019,0,57315,0,-1,21.3333,-1,1180,90,0
0,NA,0,0,0,-64.7,1768-02-25 16:00,4.5999999,0,57316,0,-1,22.3667,-1,1180,113,0
0,NA,0,0,0,-64.3333,1768-02-26 16:00,9.30000019,0,57317,0,-1,22.0667,-1,1180,3,0
0,NA,0,0,0,-23.7667,1768-03-22 14:00,9.30000019,0,57318,0,-1,48.5167,-1,1180,138,0
0,NA,0,0,0,-22.0,1768-03-23 13:00,15.3999996,0,57319,0,-1,49.2667,-1,1180,158,0
0,NA,0,0,0,-22.4667,1768-03-24 13:00,15.3999996,0,57320,0,-1,49.4833,-1,1180,135,0
0,NA,0,0,0,-23.2667,1768-03-25 14:00,15.3999996,0,57321,0,-1,49.2833,-1,1180,135,0
0,NA,0,0,0,-20.4833,1768-03-26 13:00,15.3999996,0,57322,0,-1,48.75,-1,1180,158,0
0,NA,0,0,0,-17.5,1768-03-27 13:00,-1,0,57323,0,-1,49.0,-1,1180,225,0
0,NA,0,0,0,-13.4667,1768-03-28 13:00,-1,0,57324,0,-1,49.4667,-1,1180,270,0
0,NA,0,0,0,-8.91667,1768-03-29 13:00,9.30000019,0,57325,0,-1,48.6,-1,1180,315,0
0,NA,0,0,0,-9.81667,1767-10-12 13:00,9.30000019,0,57326,0,-1,44.9333,-1,1180,68,0
0,NA,0,0,0,-13.2167,1767-10-13 13:00,6.69999981,0,57327,0,-1,43.1833,-1,1180,135,0
0,NA,0,0,0,-15.35,1767-10-14 13:00,9.30000019,0,57328,0,-1,39.9167,-1,1180,23,0
0,NA,0,0,0,-17.2333,1767-10-15 13:00,9.30000019,0,57329,0,-1,37.1333,-1,1180,23,0
0,NA,0,0,0,-18.7667,1767-10-16 13:00,9.30000019,0,57330,0,-1,36.2667,-1,1180,23,0
0,NA,0,0,0,-19.1167,1767-10-17 13:00,6.69999981,0,57331,0,-1,32.8833,-1,1180,45,0
0,NA,0,0,0,-21.65,1767-10-18 13:00,6.69999981,0,57332,0,-1,30.3667,-1,1180,68,0
0,NA,0,0,0,-23.5833,1767-10-19 14:00,6.69999981,0,57333,0,-1,29.2167,-1,1180,45,0
0,NA,0,0,0,-24.9,1767-10-20 14:00,4.5999999,0,57334,0,-1,28.5,-1,1180,135,0
0,NA,0,0,0,-25.6333,1767-10-21 14:00,4.5999999,0,57335,0,-1,28.25,-1,1180,270,0
0,NA,0,0,0,-26.0667,1767-10-22 14:00,6.69999981,0,57336,0,-1,28.3667,-1,1180,248,0
0,NA,0,0,0,-26.3167,1767-10-23 14:00,7.30000019,0,57337,0,-1,27.0833,-1,1180,360,0
0,NA,0,0,0,-27.1333,1767-10-24 14:00,4.5999999,0,57338,0,-1,26.7,-1,1180,113,0
0,NA,0,0,0,-28.5667,1767-10-25 14:00,4.5999999,0,57339,0,-1,25.9167,-1,1180,90,0
0,NA,0,0,0,-47.0833,1767-11-03 15:00,6.69999981,0,57340,0,-1,17.2167,-1,1180,113,0
0,NA,0,0,0,-65.1333,1768-02-27 16:00,15.3999996,0,57341,0,-1,23.0833,-1,1180,87,0
0,NA,0,0,0,-66.2167,1768-02-28 16:00,15.3999996,0,57342,0,-1,24.7,-1,1180,48,0
0,NA,0,0,0,-67.1667,1768-02-29 16:00,9.30000019,0,57343,0,-1,26.2167,-1,1180,48,0
0,NA,0,0,0,-67.4333,1768-03-01 16:00,4.5999999,0,57344,0,-1,27.7,-1,1180,48,0
0,NA,0,0,0,-66.5167,1768-03-02 16:00,-1,0,57345,0,-1,28.45,-1,1180,135,0
