seaIce,airTemp,gusts,thunder,snow,longitude,date,windSpeed,fog,locationID,rain,sst,latitude,pressure,voyageID,windDirection,hail
0,NA,0,0,0,-74.4667,1790-07-06 17:00,2.5999999,1,77,1,-1,-13.4833,-1,7,135,0
0,NA,0,0,0,-75.7,1790-07-07 17:00,6.69999981,1,78,1,-1,-12.7,-1,7,135,0
0,NA,0,0,0,-76.85,1790-07-08 17:00,9.30000019,1,79,1,-1,-12.05,-1,7,135,0
0,NA,0,0,0,-74.0,1790-03-03 17:00,0,0,80,0,-1,-34.25,-1,8,203,0
0,NA,0,0,0,-11.5333,1774-02-01 13:00,12.3000002,0,81,0,-1,42.4167,-1,8,23,0
0,NA,0,0,0,-13.7833,1774-02-02 13:00,12.3000002,0,82,1,-1,40.1167,-1,8,23,0
0,NA,0,0,0,-15.5667,1774-02-03 13:00,12.3000002,0,83,0,-1,37.05,-1,8,48,0
0,NA,0,0,0,-16.5167,1774-02-04 13:00,9.30000019,0,84,0,-1,35.6333,-1,8,48,0
0,NA,0,0,0,-17.7333,1774-02-05 13:00,6.69999981,0,85,0,-1,34.2167,-1,8,132,0
0,NA,0,0,0,-18.5833,1774-02-06 13:00,12.3000002,0,86,0,-1,32.7667,-1,8,135,0
0,NA,0,0,0,-18.8,1774-02-07 13:00,9.30000019,0,87,0,-1,30.1667,-1,8,135,0
0,NA,0,0,0,-17.7333,1774-02-08 13:00,12.3000002,0,88,0,-1,28.5,-1,8,90,0
0,NA,0,0,0,-18.0833,1774-02-09 13:00,4.5999999,0,89,0,-1,26.5,-1,8,180,0
0,NA,0,0,0,-18.6,1774-02-10 13:00,-1,0,90,0,-1,24.0333,-1,8,113,0
0,NA,0,0,0,-19.1,1774-02-11 13:00,6.69999981,0,91,0,-1,20.0,-1,8,87,0
0,NA,0,0,0,-46.7,1776-12-07 15:00,6.69999981,0,92,0,-1,-26.9833,-1,9,135,0
0,NA,0,0,0,-46.8333,1776-12-08 15:00,4.5999999,0,93,0,-1,-27.25,-1,9,87,0
0,NA,0,0,0,-46.3,1776-12-09 15:00,6.69999981,0,94,0,-1,-27.8333,-1,9,68,0
0,NA,0,0,0,-46.0833,1776-12-10 15:00,12.3000002,0,95,1,-1,-28.1333,-1,9,45,0
0,NA,0,0,0,-19.4333,1774-02-12 13:00,6.69999981,0,96,0,-1,19.5333,-1,9,45,0
0,NA,0,0,0,-19.7667,1774-02-13 13:00,6.69999981,0,97,0,-1,17.3667,-1,9,23,0
0,NA,0,0,0,-19.85,1774-02-14 13:00,6.69999981,0,98,0,-1,15.7833,-1,9,23,0
0,NA,0,0,0,-21.0,1774-02-15 13:00,4.5999999,0,99,0,-1,15.1833,-1,9,23,0
0,NA,0,0,0,-20.0667,1774-02-16 13:00,6.69999981,0,100,0,-1,12.9667,-1,9,87,0
0,NA,0,0,0,-20.1667,1774-02-17 13:00,6.69999981,0,101,0,-1,10.9667,-1,9,48,0
0,NA,0,0,0,-20.25,1774-02-18 13:00,6.69999981,0,102,0,-1,8.53333,-1,9,42,0
0,NA,0,0,0,-20.4167,1774-02-19 13:00,6.69999981,0,103,0,-1,6.91667,-1,9,23,0
0,NA,0,0,0,-20.5,1774-02-20 13:00,2.5999999,0,104,0,-1,6.46667,-1,9,132,0
0,NA,0,0,0,-20.5833,1774-02-21 13:00,2.9000001,0,105,0,-1,5.75,-1,9,23,0
0,NA,0,0,0,-20.55,1774-02-22 13:00,2.5999999,0,106,0,-1,4.73333,-1,9,357,0
0,NA,0,0,0,-20.6833,1774-02-23 13:00,0,0,107,0,-1,4.51667,-1,9,0,0
0,NA,0,0,0,-41.75,1774-04-06 15:00,9.30000019,0,108,0,-1,-35.6333,-1,9,203,0
0,NA,0,0,0,-43.3,1774-04-07 15:00,9.30000019,0,109,0,-1,-35.6667,-1,9,138,0
0,NA,0,0,0,-54.8,1774-12-29 16:00,9.30000019,0,110,0,-1,-35.3667,-1,9,158,0
0,NA,0,0,0,-53.3833,1776-11-12 16:00,9.30000019,0,111,0,-1,-35.65,-1,9,180,0
0,NA,0,0,0,-51.68,1776-11-13 12:00,6.69999981,0,112,0,-1,-34.7167,-1,9,360,0
0,NA,0,0,0,-49.9667,1776-11-14 15:00,6.69999981,0,113,0,-1,-35.1,-1,9,158,0
0,NA,0,0,0,-48.65,1776-11-15 15:00,6.69999981,0,114,0,-1,-33.9833,-1,9,273,0
0,NA,0,0,0,-47.0333,1776-11-16 15:00,6.69999981,0,115,0,-1,-33.6167,-1,9,318,0
0,NA,0,0,0,-72.2733,1790-05-04 17:00,2.9000001,0,116,0,-1,-26.8167,-1,10,180,0
0,NA,0,0,0,-71.9733,1790-05-05 17:00,9.30000019,0,117,1,-1,-25.9,-1,10,158,0
0,NA,0,0,0,-71.7733,1790-05-06 17:00,9.30000019,0,118,0,-1,-24.8,-1,10,500,0
0,NA,0,0,0,-71.6733,1790-05-07 17:00,12.3000002,0,119,0,-1,-23.1667,-1,10,500,0
0,NA,0,1,0,-53.8333,1790-04-15 16:00,15.3999996,0,120,1,-1,-42.6,-1,10,293,1
0,NA,0,1,0,-54.7667,1790-04-16 16:00,-1,0,121,1,-1,-43.0,-1,10,203,1
0,NA,0,1,0,-54.7,1790-04-17 16:00,-1,0,122,1,-1,-41.9833,-1,10,203,1
0,NA,0,1,0,-54.45,1790-04-18 16:00,-1,0,123,1,-1,-41.7167,-1,10,315,1
0,NA,0,1,0,-55.4667,1790-04-19 16:00,-1,0,124,1,-1,-42.6167,-1,10,270,1
0,NA,0,0,0,-55.9,1790-04-20 16:00,15.3999996,0,125,1,-1,-43.9833,-1,10,248,0
0,NA,0,0,0,-55.6167,1790-04-21 16:00,15.3999996,0,126,1,-1,-44.8167,-1,10,135,0
0,NA,0,0,0,-57.65,1790-04-22 16:00,12.3000002,0,127,1,-1,-40.8333,-1,10,203,0
0,NA,0,0,0,-58.3,1790-04-23 16:00,19,0,128,1,-1,-43.8,-1,10,158,0
0,NA,0,0,0,-60.1833,1790-04-24 16:00,19,0,129,1,-1,-43.4667,-1,10,203,0
0,NA,0,0,0,-61.2667,1790-04-25 16:00,15.3999996,0,130,1,-1,-42.2333,-1,10,293,0
0,NA,0,0,0,-63.15,1790-04-26 16:00,-1,0,131,0,-1,-43.3667,-1,10,225,0
0,NA,0,0,0,-65.7333,1790-04-27 16:00,2.5999999,0,132,0,-1,-43.95,-1,10,225,0
0,NA,0,0,0,-61.65,1790-04-28 16:00,15.3999996,0,133,0,-1,-43.6,-1,10,270,0
0,NA,0,0,0,-62.4833,1790-04-29 16:00,15.3999996,0,134,1,-1,-44.5,-1,10,158,0
0,NA,0,0,0,-61.8167,1790-04-30 16:00,13.8999996,0,135,0,-1,-44.0833,-1,10,338,1
0,NA,0,0,0,-61.9167,1790-05-01 16:00,4.5999999,0,136,0,-1,-44.5333,-1,10,270,0
0,NA,0,0,0,-62.25,1790-05-02 16:00,4.5999999,1,137,0,-1,-45.15,-1,10,225,0
0,NA,0,0,0,-61.8,1790-05-03 16:00,12.3000002,1,138,0,-1,-45.15,-1,10,315,0
0,NA,0,0,0,-62.7833,1790-05-04 16:00,9.30000019,0,139,0,-1,-47.1833,-1,10,315,0
0,NA,0,0,0,-63.6667,1790-05-05 16:00,9.30000019,1,140,0,-1,-48.6167,-1,10,203,0
0,NA,0,0,0,-63.3,1790-05-06 16:00,12.3000002,0,141,0,-1,-49.5167,-1,10,225,0
0,NA,0,0,0,-63.7333,1790-05-07 16:00,15.3999996,0,142,1,-1,-48.6667,-1,10,180,1
0,NA,0,0,0,-63.3,1790-05-08 16:00,1,0,143,0,-1,-49.0333,-1,10,158,0
0,NA,0,0,0,-54.75,1790-04-11 16:00,15.3999996,0,144,0,-1,-40.6333,-1,10,270,0
0,NA,0,1,0,-55.1,1790-04-12 16:00,15.3999996,0,145,1,-1,-42.0,-1,10,225,1
0,NA,0,1,0,-54.35,1790-04-13 16:00,15.3999996,0,146,1,-1,-42.5333,-1,10,225,1
0,NA,0,1,0,-53.6,1790-04-14 16:00,15.3999996,0,147,1,-1,-42.6833,-1,10,248,1
0,NA,0,0,0,-92.5667,1790-06-10 18:00,-1,0,148,1,-1,-48.0333,-1,10,135,0
0,NA,0,1,0,-92.2167,1790-06-11 18:00,12.3000002,0,149,1,-1,-46.0333,-1,10,203,1
0,NA,0,0,0,-91.55,1790-06-12 18:00,12.3000002,1,150,0,-1,-43.2167,-1,10,203,0
0,NA,0,0,0,-90.3833,1790-06-13 18:00,2.5999999,1,151,1,-1,-39.85,-1,10,225,0
0,NA,0,0,0,-89.5167,1790-06-14 18:00,2.5999999,0,152,0,-1,-38.0,-1,10,90,0
0,NA,0,0,0,-89.3833,1790-06-15 18:00,2.5999999,0,153,0,-1,-37.2,-1,10,360,0
0,NA,0,0,0,-89.4833,1790-06-16 18:00,15.3999996,0,154,0,-1,-36.6,-1,10,293,0
0,NA,0,0,0,-89.4833,1790-06-17 18:00,15.3999996,1,155,1,-1,-36.7833,-1,10,248,0
0,NA,0,0,0,-87.5667,1790-06-18 18:00,6.69999981,1,156,1,-1,-35.7,-1,10,248,0
0,NA,0,0,0,-85.9667,1790-06-19 18:00,2.5999999,0,157,1,-1,-33.8833,-1,10,135,0
0,NA,0,0,0,-84.9667,1790-06-20 18:00,9.30000019,0,158,0,-1,-33.1667,-1,10,315,0
0,NA,0,0,0,-83.4,1790-06-21 18:00,1,0,159,0,-1,-32.1667,-1,10,225,0
0,NA,0,1,0,-18.7,1790-03-13 13:00,12.3000002,0,160,1,-1,-0.5,-1,10,113,0
0,NA,0,1,0,-19.35,1790-03-14 13:00,12.3000002,0,161,1,-1,-2.01667,-1,10,158,0
0,NA,0,0,0,-71.5233,1790-05-08 17:00,1,0,162,0,-1,-22.2167,-1,10,500,0
0,NA,0,0,0,-71.49,1790-05-09 17:00,1,0,163,0,-1,-21.7667,-1,10,203,0
0,NA,0,0,0,-71.54,1790-05-10 17:00,1,0,164,0,-1,-21.75,-1,10,135,0
0,NA,0,0,0,-70.64,1790-05-11 17:00,2.9000001,0,165,0,-1,-21.2333,-1,10,338,0
0,NA,0,0,0,-26.6833,1790-03-22 14:00,-1,0,166,1,-1,-16.8333,-1,10,90,0
0,NA,0,0,0,-27.7167,1790-03-23 14:00,12.3000002,0,167,1,-1,-18.9667,-1,10,45,0
0,NA,0,0,0,-29.9667,1790-03-24 14:00,-1,0,168,0,-1,-20.2167,-1,10,90,0
0,NA,0,0,0,-31.7167,1790-03-25 14:00,12.3000002,0,169,0,-1,-21.5333,-1,10,45,0
0,NA,0,0,0,-71.6733,1790-05-12 17:00,-1,0,170,0,-1,-20.65,-1,10,500,0
0,NA,0,0,0,-71.39,1790-05-13 17:00,-1,1,171,0,-1,-19.8833,-1,10,500,0
0,NA,0,0,0,-70.69,1790-05-14 17:00,-1,0,172,0,-1,-18.7833,-1,10,113,0
0,NA,0,0,0,-72.34,1790-05-19 17:00,-1,0,173,0,-1,-18.5,-1,10,45,0
0,NA,0,0,0,-71.8567,1790-05-20 17:00,-1,0,174,0,-1,-18.4667,-1,10,45,0
0,NA,0,0,0,-6.36667,1790-02-18 12:00,4.5999999,0,175,0,-1,36.5,-1,10,180,0
0,NA,0,0,0,-7.61667,1790-02-19 13:00,2.5999999,0,176,0,-1,35.6333,-1,10,45,0
0,NA,0,0,0,-8.48333,1790-02-20 13:00,2.5999999,0,177,0,-1,34.9167,-1,10,135,0
0,NA,0,0,0,-77.4667,1790-06-29 17:00,12.3000002,0,178,0,-1,-22.1167,-1,10,90,0
0,NA,0,0,0,-76.9,1790-06-30 17:00,12.3000002,0,179,0,-1,-20.05,-1,10,90,0
0,NA,0,0,0,-77.1167,1790-07-01 17:00,12.3000002,0,180,0,-1,-19.1167,-1,10,158,0
0,NA,0,0,0,-77.5,1790-07-02 17:00,12.3000002,0,181,0,-1,-17.6333,-1,10,113,0
0,NA,0,0,0,-8.76667,1790-02-21 13:00,6.69999981,0,182,0,-1,34.6333,-1,10,135,0
0,NA,0,0,0,-9.73333,1790-02-22 13:00,6.69999981,0,183,0,-1,33.6833,-1,10,45,0
0,NA,0,0,0,-11.1667,1790-02-23 13:00,6.69999981,0,184,0,-1,32.5167,-1,10,45,0
0,NA,0,0,0,-12.0833,1790-02-24 13:00,-1,0,185,0,-1,31.7,-1,10,45,0
0,NA,0,0,0,-13.9,1790-02-25 13:00,-1,0,186,0,-1,30.1833,-1,10,45,0
0,NA,0,0,0,-15.2,1790-02-26 13:00,12.3000002,0,187,0,-1,28.8167,-1,10,45,0
0,NA,0,0,0,-17.3,1790-02-27 13:00,12.3000002,0,188,0,-1,27.15,-1,10,45,0
0,NA,0,0,0,-18.6833,1790-02-28 13:00,12.3000002,0,189,0,-1,24.7333,-1,10,90,0
0,NA,0,0,0,-19.7333,1790-03-01 13:00,15.3999996,0,190,0,-1,22.3333,-1,10,90,0
0,NA,0,0,0,-20.4667,1790-03-02 13:00,-1,0,191,0,-1,19.9833,-1,10,45,0
0,NA,0,0,0,-20.35,1790-03-03 13:00,-1,0,192,0,-1,17.5667,-1,10,45,0
0,NA,0,0,0,-20.2333,1790-03-04 13:00,2.5999999,0,193,0,-1,15.2833,-1,10,360,0
0,NA,0,0,0,-20.1667,1790-03-05 13:00,2.5999999,0,194,0,-1,13.1167,-1,10,23,0
0,NA,0,0,0,-20.1333,1790-03-06 13:00,12.3000002,0,195,0,-1,10.8833,-1,10,23,0
0,NA,0,0,0,-106.783,1791-03-12 19:00,9.30000019,0,196,0,-1,14.9333,-1,11,360,0
0,NA,0,0,0,-107.817,1791-03-13 19:00,9.30000019,0,197,0,-1,15.3833,-1,11,23,0
0,NA,0,0,0,-109.0,1791-03-14 19:00,12.3000002,0,198,0,-1,16.0167,-1,11,23,0
0,NA,0,0,0,-109.55,1791-03-15 19:00,9.30000019,0,199,0,-1,16.7167,-1,11,23,0
0,NA,0,0,0,-110.1,1791-03-16 19:00,-1,0,200,0,-1,17.45,-1,11,90,0
0,NA,0,0,0,-112.05,1791-03-17 19:00,12.3000002,0,201,1,-1,17.5667,-1,11,270,0
0,NA,0,0,0,-112.05,1791-03-18 19:00,2.5999999,0,202,0,-1,17.9167,-1,11,23,0
0,NA,0,0,0,-112.85,1791-03-19 20:00,2.5999999,0,203,0,-1,18.3833,-1,11,23,0
0,NA,0,0,0,-113.15,1791-03-20 20:00,1,0,204,0,-1,18.5333,-1,11,45,0
0,NA,0,0,0,-113.15,1791-03-21 12:00,1,0,205,1,-1,19.26,-1,11,45,0
0,NA,0,0,0,-113.15,1791-03-22 20:00,9.30000019,0,206,1,-1,19.9833,-1,11,135,0
0,NA,0,0,0,-113.95,1791-03-23 20:00,9.30000019,0,207,0,-1,20.7167,-1,11,135,0
0,NA,0,0,0,-115.167,1791-03-24 20:00,12.3000002,0,208,0,-1,21.45,-1,11,135,0
0,NA,0,0,0,-114.85,1791-03-25 20:00,12.3000002,0,209,0,-1,22.0167,-1,11,360,0
0,NA,0,0,0,-111.717,1791-03-26 19:00,-1,0,210,0,-1,21.6333,-1,11,357,0
0,NA,0,0,0,-101.333,1791-03-02 19:00,4.5999999,0,211,0,-1,14.1,-1,11,360,0
0,NA,0,0,0,-109.533,1791-03-27 19:00,-1,0,212,0,-1,21.5,-1,11,357,0
0,NA,0,0,0,-19.6667,1790-03-07 13:00,9.30000019,0,213,0,-1,8.41667,-1,11,360,0
0,NA,0,0,0,-19.25,1790-03-08 13:00,6.69999981,0,214,0,-1,6.33333,-1,11,360,0
0,NA,0,1,0,-18.9,1790-03-09 13:00,4.5999999,0,215,1,-1,4.41667,-1,11,360,0
0,NA,0,1,0,-18.6167,1790-03-10 13:00,4.5999999,0,216,1,-1,2.61667,-1,11,360,0
0,NA,0,1,0,-18.45,1790-03-11 13:00,-1,0,217,1,-1,1.23333,-1,11,225,0
0,NA,0,1,0,-18.2667,1790-03-12 13:00,12.3000002,0,218,1,-1,0.783333,-1,11,135,0
0,NA,0,0,0,-41.2,1790-03-30 15:00,2.5999999,0,219,0,-1,-29.2167,-1,11,90,0
0,NA,0,0,0,-42.4833,1790-03-31 15:00,15.3999996,0,220,0,-1,-30.6167,-1,11,45,0
0,NA,0,0,0,-44.2333,1790-04-01 15:00,12.3000002,0,221,0,-1,-32.2667,-1,11,270,0
0,NA,0,0,0,-43.6833,1790-04-02 15:00,4.5999999,0,222,0,-1,-33.1333,-1,11,180,0
0,NA,0,0,0,-43.5,1790-04-03 15:00,12.3000002,0,223,0,-1,-33.4333,-1,11,180,0
0,NA,0,0,0,-45.25,1790-04-04 15:00,12.3000002,0,224,0,-1,-33.9667,-1,11,135,0
0,NA,0,0,0,-47.6167,1790-04-05 15:00,12.3000002,0,225,0,-1,-35.7167,-1,11,90,0
0,NA,0,0,0,-50.75,1790-04-06 15:00,-1,0,226,0,-1,-37.25,-1,11,315,0
0,NA,0,0,0,-52.15,1790-04-07 15:00,4.5999999,0,227,0,-1,-38.2833,-1,11,180,0
0,NA,0,0,0,-52.8167,1790-04-08 16:00,12.3000002,0,228,0,-1,-38.4833,-1,11,180,0
0,NA,0,0,0,-53.4667,1790-04-09 16:00,2.5999999,0,229,1,-1,-38.5667,-1,11,180,0
0,NA,0,0,0,-53.6,1790-04-10 16:00,12.3000002,0,230,0,-1,-39.0667,-1,11,270,0
0,NA,0,0,0,-20.35,1790-03-15 13:00,12.3000002,0,231,0,-1,-3.38333,-1,11,135,0
0,NA,0,0,0,-21.5,1790-03-16 13:00,12.3000002,0,232,1,-1,-5.05,-1,11,135,0
0,NA,0,0,0,-22.3,1790-03-17 13:00,12.3000002,0,233,1,-1,-6.73333,-1,11,135,0
0,NA,0,0,0,-23.2667,1790-03-18 14:00,-1,0,234,0,-1,-8.98333,-1,11,135,0
0,NA,0,0,0,-24.1,1790-03-19 14:00,6.69999981,0,235,0,-1,-11.0,-1,11,90,0
0,NA,0,0,0,-25.0167,1790-03-20 14:00,6.69999981,0,236,0,-1,-13.0667,-1,11,90,0
0,NA,0,0,0,-25.8333,1790-03-21 14:00,9.30000019,0,237,0,-1,-14.9,-1,11,90,0
0,NA,0,0,0,-33.7667,1790-03-26 14:00,-1,0,238,0,-1,-23.5,-1,11,225,0
0,NA,0,0,0,-35.0667,1790-03-27 14:00,-1,0,239,0,-1,-24.5,-1,11,135,0
0,NA,0,0,0,-37.2,1790-03-28 14:00,12.3000002,0,240,0,-1,-25.65,-1,11,135,0
0,NA,0,0,0,-39.2167,1790-03-29 15:00,12.3000002,0,241,0,-1,-27.2833,-1,11,135,0
0,NA,0,0,0,-81.8167,1790-06-22 17:00,1,0,242,0,-1,-29.95,-1,11,135,0
0,NA,0,0,0,-80.9,1790-06-23 17:00,-1,0,243,0,-1,-27.7167,-1,11,90,0
0,NA,0,0,0,-80.0,1790-06-24 17:00,4.9000001,0,244,0,-1,-25.9333,-1,11,90,0
0,NA,0,0,0,-79.7833,1790-06-25 17:00,4.9000001,0,245,0,-1,-25.0333,-1,11,270,0
0,NA,0,0,0,-79.5,1790-06-26 17:00,4.9000001,0,246,0,-1,-24.7667,-1,11,293,0
